39789 S42152D 1 Disp fx of nk of scapula, l shldr, subs for fx w routn heal  Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with routine healing
39790 S42152G 1 Disp fx of nk of scapula, l shldr, subs for fx w delay heal  Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with delayed healing
39791 S42152K 1 Disp fx of neck of scapula, l shldr, subs for fx w nonunion  Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with nonunion
39792 S42152P 1 Disp fx of neck of scapula, l shldr, subs for fx w malunion  Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion
39793 S42152S 1 Disp fx of neck of scapula, left shoulder, sequela           Displaced fracture of neck of scapula, left shoulder, sequela
39794 S42153  0 Displaced fracture of neck of scapula, unspecified shoulder  Displaced fracture of neck of scapula, unspecified shoulder
39795 S42153A 1 Disp fx of neck of scapula, unsp shoulder, init for clos fx  Displaced fracture of neck of scapula, unspecified shoulder, initial encounter for closed fracture
39796 S42153B 1 Disp fx of neck of scapula, unsp shoulder, init for opn fx   Displaced fracture of neck of scapula, unspecified shoulder, initial encounter for open fracture
39797 S42153D 1 Disp fx of nk of scapula, unsp shldr, 7thD                   Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with routine healing
39798 S42153G 1 Disp fx of nk of scapula, unsp shldr, 7thG                   Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with delayed healing
39799 S42153K 1 Disp fx of nk of scapula, unsp shldr, subs for fx w nonunion Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion
39800 S42153P 1 Disp fx of nk of scapula, unsp shldr, subs for fx w malunion Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with malunion
39801 S42153S 1 Disp fx of neck of scapula, unspecified shoulder, sequela    Displaced fracture of neck of scapula, unspecified shoulder, sequela
39802 S42154  0 Nondisplaced fracture of neck of scapula, right shoulder     Nondisplaced fracture of neck of scapula, right shoulder
39803 S42154A 1 Nondisp fx of neck of scapula, right shoulder, init          Nondisplaced fracture of neck of scapula, right shoulder, initial encounter for closed fracture
39804 S42154B 1 Nondisp fx of neck of scapula, r shoulder, init for opn fx   Nondisplaced fracture of neck of scapula, right shoulder, initial encounter for open fracture
39805 S42154D 1 Nondisp fx of nk of scapula, r shldr, 7thD                   Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with routine healing
39806 S42154G 1 Nondisp fx of nk of scapula, r shldr, 7thG                   Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with delayed healing
39807 S42154K 1 Nondisp fx of nk of scapula, r shldr, subs for fx w nonunion Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with nonunion
39808 S42154P 1 Nondisp fx of nk of scapula, r shldr, subs for fx w malunion Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with malunion
39809 S42154S 1 Nondisp fx of neck of scapula, right shoulder, sequela       Nondisplaced fracture of neck of scapula, right shoulder, sequela
39810 S42155  0 Nondisplaced fracture of neck of scapula, left shoulder      Nondisplaced fracture of neck of scapula, left shoulder
39811 S42155A 1 Nondisp fx of neck of scapula, left shoulder, init           Nondisplaced fracture of neck of scapula, left shoulder, initial encounter for closed fracture
39812 S42155B 1 Nondisp fx of neck of scapula, l shoulder, init for opn fx   Nondisplaced fracture of neck of scapula, left shoulder, initial encounter for open fracture
39813 S42155D 1 Nondisp fx of nk of scapula, l shldr, 7thD                   Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with routine healing
39814 S42155G 1 Nondisp fx of nk of scapula, l shldr, 7thG                   Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with delayed healing
39815 S42155K 1 Nondisp fx of nk of scapula, l shldr, subs for fx w nonunion Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with nonunion
39816 S42155P 1 Nondisp fx of nk of scapula, l shldr, subs for fx w malunion Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion
39817 S42155S 1 Nondisp fx of neck of scapula, left shoulder, sequela        Nondisplaced fracture of neck of scapula, left shoulder, sequela
39818 S42156  0 Nondisp fx of neck of scapula, unspecified shoulder          Nondisplaced fracture of neck of scapula, unspecified shoulder
39819 S42156A 1 Nondisp fx of neck of scapula, unsp shoulder, init           Nondisplaced fracture of neck of scapula, unspecified shoulder, initial encounter for closed fracture
39820 S42156B 1 Nondisp fx of neck of scapula, unsp shldr, init for opn fx   Nondisplaced fracture of neck of scapula, unspecified shoulder, initial encounter for open fracture
39821 S42156D 1 Nondisp fx of nk of scapula, unsp shldr, 7thD                Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with routine healing
39822 S42156G 1 Nondisp fx of nk of scapula, unsp shldr, 7thG                Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with delayed healing
39823 S42156K 1 Nondisp fx of nk of scapula, unsp shldr, 7thK                Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion
39824 S42156P 1 Nondisp fx of nk of scapula, unsp shldr, 7thP                Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with malunion
39825 S42156S 1 Nondisp fx of neck of scapula, unspecified shoulder, sequela Nondisplaced fracture of neck of scapula, unspecified shoulder, sequela
39826 S4219   0 Fracture of other part of scapula                            Fracture of other part of scapula
39827 S42191  0 Fracture of other part of scapula, right shoulder            Fracture of other part of scapula, right shoulder
39828 S42191A 1 Fracture of oth part of scapula, right shoulder, init        Fracture of other part of scapula, right shoulder, initial encounter for closed fracture
39829 S42191B 1 Fracture oth prt scapula, right shoulder, init for opn fx    Fracture of other part of scapula, right shoulder, initial encounter for open fracture
39830 S42191D 1 Fx oth prt scapula, r shoulder, subs for fx w routn heal     Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with routine healing
39831 S42191G 1 Fx oth prt scapula, r shoulder, subs for fx w delay heal     Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with delayed healing
39832 S42191K 1 Fracture oth prt scapula, r shoulder, subs for fx w nonunion Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with nonunion
39833 S42191P 1 Fracture oth prt scapula, r shoulder, subs for fx w malunion Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with malunion
39834 S42191S 1 Fracture of other part of scapula, right shoulder, sequela   Fracture of other part of scapula, right shoulder, sequela
39835 S42192  0 Fracture of other part of scapula, left shoulder             Fracture of other part of scapula, left shoulder
39836 S42192A 1 Fracture of oth part of scapula, left shoulder, init         Fracture of other part of scapula, left shoulder, initial encounter for closed fracture
39837 S42192B 1 Fracture oth prt scapula, left shoulder, init for opn fx     Fracture of other part of scapula, left shoulder, initial encounter for open fracture
39838 S42192D 1 Fx oth prt scapula, l shoulder, subs for fx w routn heal     Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with routine healing
39839 S42192G 1 Fx oth prt scapula, l shoulder, subs for fx w delay heal     Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with delayed healing
39840 S42192K 1 Fracture oth prt scapula, l shoulder, subs for fx w nonunion Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with nonunion
39841 S42192P 1 Fracture oth prt scapula, l shoulder, subs for fx w malunion Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with malunion
39842 S42192S 1 Fracture of other part of scapula, left shoulder, sequela    Fracture of other part of scapula, left shoulder, sequela
39843 S42199  0 Fracture of other part of scapula, unspecified shoulder      Fracture of other part of scapula, unspecified shoulder
39844 S42199A 1 Fracture of oth part of scapula, unsp shoulder, init         Fracture of other part of scapula, unspecified shoulder, initial encounter for closed fracture
39845 S42199B 1 Fracture oth prt scapula, unsp shoulder, init for opn fx     Fracture of other part of scapula, unspecified shoulder, initial encounter for open fracture
39846 S42199D 1 Fx oth prt scapula, unsp shoulder, subs for fx w routn heal  Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with routine healing
39847 S42199G 1 Fx oth prt scapula, unsp shoulder, subs for fx w delay heal  Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with delayed healing
39848 S42199K 1 Fx oth prt scapula, unsp shoulder, subs for fx w nonunion    Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion
39849 S42199P 1 Fx oth prt scapula, unsp shoulder, subs for fx w malunion    Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with malunion
39850 S42199S 1 Fracture of other part of scapula, unsp shoulder, sequela    Fracture of other part of scapula, unspecified shoulder, sequela
39851 S422    0 Fracture of upper end of humerus                             Fracture of upper end of humerus
39852 S4220   0 Unspecified fracture of upper end of humerus                 Unspecified fracture of upper end of humerus
39853 S42201  0 Unspecified fracture of upper end of right humerus           Unspecified fracture of upper end of right humerus
39854 S42201A 1 Unsp fracture of upper end of right humerus, init            Unspecified fracture of upper end of right humerus, initial encounter for closed fracture
39855 S42201B 1 Unsp fracture of upper end of right humerus, init for opn fx Unspecified fracture of upper end of right humerus, initial encounter for open fracture
39856 S42201D 1 Unsp fx upper end of r humerus, subs for fx w routn heal     Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with routine healing
39857 S42201G 1 Unsp fx upper end of r humerus, subs for fx w delay heal     Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with delayed healing
39858 S42201K 1 Unsp fx upper end of r humerus, subs for fx w nonunion       Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with nonunion
39859 S42201P 1 Unsp fx upper end of r humerus, subs for fx w malunion       Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with malunion
39860 S42201S 1 Unspecified fracture of upper end of right humerus, sequela  Unspecified fracture of upper end of right humerus, sequela
39861 S42202  0 Unspecified fracture of upper end of left humerus            Unspecified fracture of upper end of left humerus
39862 S42202A 1 Unsp fracture of upper end of left humerus, init for clos fx Unspecified fracture of upper end of left humerus, initial encounter for closed fracture
39863 S42202B 1 Unsp fracture of upper end of left humerus, init for opn fx  Unspecified fracture of upper end of left humerus, initial encounter for open fracture
39864 S42202D 1 Unsp fx upper end of l humerus, subs for fx w routn heal     Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with routine healing
39865 S42202G 1 Unsp fx upper end of l humerus, subs for fx w delay heal     Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with delayed healing
39866 S42202K 1 Unsp fx upper end of l humerus, subs for fx w nonunion       Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with nonunion
39867 S42202P 1 Unsp fx upper end of l humerus, subs for fx w malunion       Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with malunion
39868 S42202S 1 Unspecified fracture of upper end of left humerus, sequela   Unspecified fracture of upper end of left humerus, sequela
39869 S42209  0 Unspecified fracture of upper end of unspecified humerus     Unspecified fracture of upper end of unspecified humerus
39870 S42209A 1 Unsp fracture of upper end of unsp humerus, init for clos fx Unspecified fracture of upper end of unspecified humerus, initial encounter for closed fracture
39871 S42209B 1 Unsp fracture of upper end of unsp humerus, init for opn fx  Unspecified fracture of upper end of unspecified humerus, initial encounter for open fracture
39872 S42209D 1 Unsp fx upper end of unsp humerus, subs for fx w routn heal  Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with routine healing
39873 S42209G 1 Unsp fx upper end of unsp humerus, subs for fx w delay heal  Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing
39874 S42209K 1 Unsp fx upper end of unsp humerus, subs for fx w nonunion    Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion
39875 S42209P 1 Unsp fx upper end of unsp humerus, subs for fx w malunion    Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion
39876 S42209S 1 Unsp fracture of upper end of unspecified humerus, sequela   Unspecified fracture of upper end of unspecified humerus, sequela
39877 S4221   0 Unspecified fracture of surgical neck of humerus             Unspecified fracture of surgical neck of humerus
39878 S42211  0 Unspecified disp fx of surgical neck of right humerus        Unspecified displaced fracture of surgical neck of right humerus
39879 S42211A 1 Unsp disp fx of surgical neck of right humerus, init         Unspecified displaced fracture of surgical neck of right humerus, initial encounter for closed fracture
39880 S42211B 1 Unsp disp fx of surgical neck of r humerus, init for opn fx  Unspecified displaced fracture of surgical neck of right humerus, initial encounter for open fracture
39881 S42211D 1 Unsp disp fx of surg nk of r humer, subs for fx w routn heal Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing
39882 S42211G 1 Unsp disp fx of surg nk of r humer, subs for fx w delay heal Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing
39883 S42211K 1 Unsp disp fx of surg neck of r humer, subs for fx w nonunion Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
39884 S42211P 1 Unsp disp fx of surg neck of r humer, subs for fx w malunion Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
39885 S42211S 1 Unsp disp fx of surgical neck of right humerus, sequela      Unspecified displaced fracture of surgical neck of right humerus, sequela
39886 S42212  0 Unspecified disp fx of surgical neck of left humerus         Unspecified displaced fracture of surgical neck of left humerus
39887 S42212A 1 Unsp disp fx of surgical neck of left humerus, init          Unspecified displaced fracture of surgical neck of left humerus, initial encounter for closed fracture
39888 S42212B 1 Unsp disp fx of surgical neck of l humerus, init for opn fx  Unspecified displaced fracture of surgical neck of left humerus, initial encounter for open fracture
39889 S42212D 1 Unsp disp fx of surg nk of l humer, subs for fx w routn heal Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing
39890 S42212G 1 Unsp disp fx of surg nk of l humer, subs for fx w delay heal Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing
39891 S42212K 1 Unsp disp fx of surg neck of l humer, subs for fx w nonunion Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
39892 S42212P 1 Unsp disp fx of surg neck of l humer, subs for fx w malunion Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
39893 S42212S 1 Unsp disp fx of surgical neck of left humerus, sequela       Unspecified displaced fracture of surgical neck of left humerus, sequela
39894 S42213  0 Unspecified disp fx of surgical neck of unspecified humerus  Unspecified displaced fracture of surgical neck of unspecified humerus
39895 S42213A 1 Unsp disp fx of surgical neck of unsp humerus, init          Unspecified displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
39896 S42213B 1 Unsp disp fx of surg neck of unsp humerus, init for opn fx   Unspecified displaced fracture of surgical neck of unspecified humerus, initial encounter for open fracture
39897 S42213D 1 Unsp disp fx of surg nk of unsp humer, 7thD                  Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing
39898 S42213G 1 Unsp disp fx of surg nk of unsp humer, 7thG                  Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing
39899 S42213K 1 Unsp disp fx of surg nk of unsp humer, 7thK                  Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
39900 S42213P 1 Unsp disp fx of surg nk of unsp humer, 7thP                  Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
39901 S42213S 1 Unsp disp fx of surgical neck of unsp humerus, sequela       Unspecified displaced fracture of surgical neck of unspecified humerus, sequela
39902 S42214  0 Unspecified nondisp fx of surgical neck of right humerus     Unspecified nondisplaced fracture of surgical neck of right humerus
39903 S42214A 1 Unsp nondisp fx of surgical neck of right humerus, init      Unspecified nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture
39904 S42214B 1 Unsp nondisp fx of surg neck of r humerus, init for opn fx   Unspecified nondisplaced fracture of surgical neck of right humerus, initial encounter for open fracture
39905 S42214D 1 Unsp nondisp fx of surg nk of r humer, 7thD                  Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing
39906 S42214G 1 Unsp nondisp fx of surg nk of r humer, 7thG                  Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing
39907 S42214K 1 Unsp nondisp fx of surg nk of r humer, 7thK                  Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
39908 S42214P 1 Unsp nondisp fx of surg nk of r humer, 7thP                  Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
39909 S42214S 1 Unsp nondisp fx of surgical neck of right humerus, sequela   Unspecified nondisplaced fracture of surgical neck of right humerus, sequela
39910 S42215  0 Unspecified nondisp fx of surgical neck of left humerus      Unspecified nondisplaced fracture of surgical neck of left humerus
39911 S42215A 1 Unsp nondisp fx of surgical neck of left humerus, init       Unspecified nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture
39912 S42215B 1 Unsp nondisp fx of surg neck of l humerus, init for opn fx   Unspecified nondisplaced fracture of surgical neck of left humerus, initial encounter for open fracture
39913 S42215D 1 Unsp nondisp fx of surg nk of l humer, 7thD                  Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing
39914 S42215G 1 Unsp nondisp fx of surg nk of l humer, 7thG                  Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing
39915 S42215K 1 Unsp nondisp fx of surg nk of l humer, 7thK                  Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
39916 S42215P 1 Unsp nondisp fx of surg nk of l humer, 7thP                  Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
39917 S42215S 1 Unsp nondisp fx of surgical neck of left humerus, sequela    Unspecified nondisplaced fracture of surgical neck of left humerus, sequela
39918 S42216  0 Unsp nondisp fx of surgical neck of unspecified humerus      Unspecified nondisplaced fracture of surgical neck of unspecified humerus
39919 S42216A 1 Unsp nondisp fx of surgical neck of unsp humerus, init       Unspecified nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
39920 S42216B 1 Unsp nondisp fx of surg neck of unsp humer, init for opn fx  Unspecified nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for open fracture
39921 S42216D 1 Unsp nondisp fx of surg nk of unsp humer, 7thD               Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing
39922 S42216G 1 Unsp nondisp fx of surg nk of unsp humer, 7thG               Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing
39923 S42216K 1 Unsp nondisp fx of surg nk of unsp humer, 7thK               Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
39924 S42216P 1 Unsp nondisp fx of surg nk of unsp humer, 7thP               Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
39925 S42216S 1 Unsp nondisp fx of surgical neck of unsp humerus, sequela    Unspecified nondisplaced fracture of surgical neck of unspecified humerus, sequela
39926 S4222   0 2-part fracture of surgical neck of humerus                  2-part fracture of surgical neck of humerus
39927 S42221  0 2-part displaced fracture of surgical neck of right humerus  2-part displaced fracture of surgical neck of right humerus
39928 S42221A 1 2-part disp fx of surgical neck of right humerus, init       2-part displaced fracture of surgical neck of right humerus, initial encounter for closed fracture
39929 S42221B 1 2-part disp fx of surg neck of r humerus, init for opn fx    2-part displaced fracture of surgical neck of right humerus, initial encounter for open fracture
39930 S42221D 1 2-part disp fx of surg nk of r humer, 7thD                   2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing
39931 S42221G 1 2-part disp fx of surg nk of r humer, 7thG                   2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing
39932 S42221K 1 2-part disp fx of surg nk of r humer, subs for fx w nonunion 2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
39933 S42221P 1 2-part disp fx of surg nk of r humer, subs for fx w malunion 2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
39934 S42221S 1 2-part disp fx of surgical neck of right humerus, sequela    2-part displaced fracture of surgical neck of right humerus, sequela
39935 S42222  0 2-part displaced fracture of surgical neck of left humerus   2-part displaced fracture of surgical neck of left humerus
39936 S42222A 1 2-part disp fx of surgical neck of left humerus, init        2-part displaced fracture of surgical neck of left humerus, initial encounter for closed fracture
39937 S42222B 1 2-part disp fx of surg neck of l humerus, init for opn fx    2-part displaced fracture of surgical neck of left humerus, initial encounter for open fracture
39938 S42222D 1 2-part disp fx of surg nk of l humer, 7thD                   2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing
39939 S42222G 1 2-part disp fx of surg nk of l humer, 7thG                   2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing
39940 S42222K 1 2-part disp fx of surg nk of l humer, subs for fx w nonunion 2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
39941 S42222P 1 2-part disp fx of surg nk of l humer, subs for fx w malunion 2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
39942 S42222S 1 2-part disp fx of surgical neck of left humerus, sequela     2-part displaced fracture of surgical neck of left humerus, sequela
39943 S42223  0 2-part disp fx of surgical neck of unspecified humerus       2-part displaced fracture of surgical neck of unspecified humerus
39944 S42223A 1 2-part disp fx of surgical neck of unsp humerus, init        2-part displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
39945 S42223B 1 2-part disp fx of surg neck of unsp humerus, init for opn fx 2-part displaced fracture of surgical neck of unspecified humerus, initial encounter for open fracture
39946 S42223D 1 2-part disp fx of surg nk of unsp humer, 7thD                2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing
39947 S42223G 1 2-part disp fx of surg nk of unsp humer, 7thG                2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing
39948 S42223K 1 2-part disp fx of surg nk of unsp humer, 7thK                2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
39949 S42223P 1 2-part disp fx of surg nk of unsp humer, 7thP                2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
39950 S42223S 1 2-part disp fx of surgical neck of unsp humerus, sequela     2-part displaced fracture of surgical neck of unspecified humerus, sequela
39951 S42224  0 2-part nondisp fx of surgical neck of right humerus          2-part nondisplaced fracture of surgical neck of right humerus
39952 S42224A 1 2-part nondisp fx of surgical neck of right humerus, init    2-part nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture
39953 S42224B 1 2-part nondisp fx of surg neck of r humerus, init for opn fx 2-part nondisplaced fracture of surgical neck of right humerus, initial encounter for open fracture
39954 S42224D 1 2-part nondisp fx of surg nk of r humer, 7thD                2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing
39955 S42224G 1 2-part nondisp fx of surg nk of r humer, 7thG                2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing
39956 S42224K 1 2-part nondisp fx of surg nk of r humer, 7thK                2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
39957 S42224P 1 2-part nondisp fx of surg nk of r humer, 7thP                2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
39958 S42224S 1 2-part nondisp fx of surgical neck of right humerus, sequela 2-part nondisplaced fracture of surgical neck of right humerus, sequela
39959 S42225  0 2-part nondisp fx of surgical neck of left humerus           2-part nondisplaced fracture of surgical neck of left humerus
39960 S42225A 1 2-part nondisp fx of surgical neck of left humerus, init     2-part nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture
39961 S42225B 1 2-part nondisp fx of surg neck of l humerus, init for opn fx 2-part nondisplaced fracture of surgical neck of left humerus, initial encounter for open fracture
39962 S42225D 1 2-part nondisp fx of surg nk of l humer, 7thD                2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing
39963 S42225G 1 2-part nondisp fx of surg nk of l humer, 7thG                2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing
39964 S42225K 1 2-part nondisp fx of surg nk of l humer, 7thK                2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
39965 S42225P 1 2-part nondisp fx of surg nk of l humer, 7thP                2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
39966 S42225S 1 2-part nondisp fx of surgical neck of left humerus, sequela  2-part nondisplaced fracture of surgical neck of left humerus, sequela
39967 S42226  0 2-part nondisp fx of surgical neck of unspecified humerus    2-part nondisplaced fracture of surgical neck of unspecified humerus
39968 S42226A 1 2-part nondisp fx of surgical neck of unsp humerus, init     2-part nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
39969 S42226B 1 2-part nondisp fx of surg nk of unsp humer, init for opn fx  2-part nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for open fracture
39970 S42226D 1 2-part nondisp fx of surg nk of unsp humer, 7thD             2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing
39971 S42226G 1 2-part nondisp fx of surg nk of unsp humer, 7thG             2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing
39972 S42226K 1 2-part nondisp fx of surg nk of unsp humer, 7thK             2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
39973 S42226P 1 2-part nondisp fx of surg nk of unsp humer, 7thP             2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
39974 S42226S 1 2-part nondisp fx of surgical neck of unsp humerus, sequela  2-part nondisplaced fracture of surgical neck of unspecified humerus, sequela
39975 S4223   0 3-part fracture of surgical neck of humerus                  3-part fracture of surgical neck of humerus
39976 S42231  0 3-part fracture of surgical neck of right humerus            3-part fracture of surgical neck of right humerus
39977 S42231A 1 3-part fracture of surgical neck of right humerus, init      3-part fracture of surgical neck of right humerus, initial encounter for closed fracture
39978 S42231B 1 3-part fx surgical neck of r humerus, init for opn fx        3-part fracture of surgical neck of right humerus, initial encounter for open fracture
39979 S42231D 1 3-part fx surg neck of r humerus, subs for fx w routn heal   3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing
39980 S42231G 1 3-part fx surg neck of r humerus, subs for fx w delay heal   3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing
39981 S42231K 1 3-part fx surgical neck of r humerus, subs for fx w nonunion 3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
39982 S42231P 1 3-part fx surgical neck of r humerus, subs for fx w malunion 3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
39983 S42231S 1 3-part fracture of surgical neck of right humerus, sequela   3-part fracture of surgical neck of right humerus, sequela
39984 S42232  0 3-part fracture of surgical neck of left humerus             3-part fracture of surgical neck of left humerus
39985 S42232A 1 3-part fracture of surgical neck of left humerus, init       3-part fracture of surgical neck of left humerus, initial encounter for closed fracture
39986 S42232B 1 3-part fx surgical neck of l humerus, init for opn fx        3-part fracture of surgical neck of left humerus, initial encounter for open fracture
39987 S42232D 1 3-part fx surg neck of l humerus, subs for fx w routn heal   3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing
39988 S42232G 1 3-part fx surg neck of l humerus, subs for fx w delay heal   3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing
39989 S42232K 1 3-part fx surgical neck of l humerus, subs for fx w nonunion 3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
39990 S42232P 1 3-part fx surgical neck of l humerus, subs for fx w malunion 3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
39991 S42232S 1 3-part fracture of surgical neck of left humerus, sequela    3-part fracture of surgical neck of left humerus, sequela
